Title,Artist,Nationality,Gender,Medium,Dimensions,CreditLine,Classification,DateAcquired,URL,Height (cm),Width (cm)
Trees,Emil Ganso,(American),(Male),"Etching, aquatint, and drypoint with roulette","plate: 8 11/16 í_10 1/16"" (22 í_25.5 cm); sheet: 13 11/16 í_19 11/16"" (34.7 í_50 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74679,22,25.5
Montigny,Emil Ganso,(American),(Male),"Etching, aquatint, and drypoint with roulette","plate: 7 13/16 í_9 11/16"" (19.9 í_24.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74683,19.9,24.6
Nude,Emil Ganso,(American),(Male),"Etching, drypoint, and aquatint with roulette","plate: 11 5/16 í_7 7/16"" (28.7 í_18.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74687,28.7,18.9
Winter,Emil Ganso,(American),(Male),Pochoir,"composition: 10 15/16 x 15 1/16"" (27.8 x 38.2 cm); sheet: 13 5/8 x 18 5/16"" (34.6 x 46.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74691,27.8,38.2
Summer,Emil Ganso,(American),(Male),Pochoir,"composition: 10 7/8 í_15"" (27.6 í_38.1 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74695,27.6,38.1
Still Life,H. Glintenkamp,(American),(Male),Wood engraving,"Block 6 1/16 x 4 1/4"" (15.4 x 10.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,15.4,10.8
Nude on a Sofa (No. 1),Anne Goldthwaite,(American),(Female),Drypoint,"plate: 8 7/16 x 10 3/8"" (21.5 x 26.4 cm); sheet: 9 7/16 í_12 11/16"" (24 í_32.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74707,21.5,26.4
Dr. Joseph Berry,Anne Goldthwaite,(American),(Female),Etching and drypoint,"plate: 10 7/8 x 10 1/16"" (27.7 x 25.5 cm); sheet: 16 7/16 í_12 5/16"" (41.8 í_31.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74711,27.7,25.5
Nude on a Sofa (No. 2),Anne Goldthwaite,(American),(Female),Drypoint,"plate: 7 15/16 x 9 15/16"" (20.2 x 25.2 cm); sheet: 9 1/2 í_12 11/16"" (24.2 í_32.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74715,20.2,25.2
Nude Reading (No. 1),Anne Goldthwaite,(American),(Female),Lithograph,"composition: 10 13/16 í_9 1/4"" (27.4 í_23.5 cm); sheet: 16 í_11 5/16"" (40.6 í_28.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74719,27.4,23.5
Selma (No. 1),Anne Goldthwaite,(American),(Female),Lithograph,"composition: 9 1/8 x 6 1/8"" (23.1 x 15.6 cm); sheet: 15 7/8 í_11 1/8"" (40.3 í_28.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74723,23.1,15.6
East Tenth Street (Anne at the Window),Anne Goldthwaite,(American),(Female),Etching,"plate: 9 15/16 x 7 7/8"" (25.2 x 20 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74727,25.2,20
Coiffeuse,Anne Goldthwaite,(American),(Female),Drypoint,"plate: 6 15/16 x 5 15/16"" (17.6 x 15.1 cm); sheet: 12 1/2 í_9 13/16"" (31.7 í_24.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74731,17.6,15.1
Saturday,Anne Goldthwaite,(American),(Female),Etching,"plate: 6 15/16 x 8 15/16"" (17.6 x 22.7 cm); sheet (irreg.): 12 3/8 í_14 9/16"" (31.5 í_37 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74735,17.6,22.7
Pigeons (Cock and Hen),Anne Goldthwaite,(American),(Female),Lithograph,"composition: 5 1/4 x 10 1/4"" (13.3 x 26.1 cm); sheet: 11 1/4 í_15 13/16"" (28.6 í_40.1 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74739,13.3,26.1
Mare and Foal,Anne Goldthwaite,(American),(Female),Lithograph,"composition: 8 1/4 x 11 1/16"" (20.9 x 28.1 cm); sheet: 11 1/4 í_15 7/8"" (28.5 í_40.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74743,20.9,28.1
Cow and Calf,Anne Goldthwaite,(American),(Female),Drypoint,"plate: 6 1/16 x 8 7/16"" (15.4 x 21.5 cm); sheet: 9 9/16 í_12 11/16"" (24.3 í_32.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74747,15.4,21.5
Herd of Deer,Anne Goldthwaite,(American),(Female),Etching and drypoint,"plate: 9 15/16 x 8"" (25.2 x 20.3 cm); sheet: 12 11/16 í_9 5/8"" (32.3 í_24.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74751,25.2,20.3
Stag and Doe (No. 1),Anne Goldthwaite,(American),(Female),Etching and drypoint,"plate: 7 15/16 x 9 13/16"" (20.1 x 24.9 cm); sheet: 9 3/16 í_12 15/16"" (23.4 í_32.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74773,20.1,24.9
Olive,Anne Goldthwaite,(American),(Female),Etching and drypoint,"plate: 7 7/8 x 9 13/16"" (20 x 25 cm); sheet: 9 5/8 í_12 5/8"" (24.4 í_32.1 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74777,20,25
Christmas Card of Cherubim,Anne Goldthwaite,(American),(Female),Etching with watercolor additions,"plate: 4 15/16 x 2 15/16"" (12.6 x 7.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74781,12.6,7.5
The Flight into Egypt,Anne Goldthwaite,(American),(Female),Etching with watercolor additions,"plate: 6 1/16 x 6 1/16"" (15.4 x 15.4 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74785,15.4,15.4
Heron Rising Over the Alabama,Anne Goldthwaite,(American),(Female),Etching,"plate: 4 13/16 x 5 7/8"" (12.3 x 15 cm); sheet: 8 3/8 í_12 11/16"" (21.3 í_32.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74789,12.3,15
Stag and Doe (No. 2),Anne Goldthwaite,(American),(Female),Etching,"plate: 6 1/8 x 6 1/8"" (15.5 x 15.6 cm); sheet: 7 7/8 í_9 3/4"" (20 í_24.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74793,15.5,15.6
Horse and Rider,Anne Goldthwaite,(American),(Female),Lithograph,"composition: 9 1/16 x 9 11/16"" (23 x 24.6 cm); sheet: 12 1/2 í_18 1/16"" (31.7 í_45.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74805,23,24.6
Waterhole,Anne Goldthwaite,(American),(Female),Lithograph,"composition: 9 13/16 x 10 11/16"" (24.9 x 27.2 cm); sheet: 11 7/16 í_16"" (29.1 í_40.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74809,24.9,27.2
Her Daughter,Anne Goldthwaite,(American),(Female),Lithograph,"composition: 9 5/8 x 6 15/16"" (24.5 x 17.6 cm); sheet: 15 15/16 í_11 7/16"" (40.5 í_29 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74813,24.5,17.6
Mr. Yeats Drawing the Portrait of a Young Lady,Anne Goldthwaite,(American),(Female),Etching,,Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74817,,
Self-portrait,Anne Goldthwaite,(American),(Female),Etching,"plate: 9 3/4 x 7 13/16"" (24.8 x 19.8 cm); sheet: 17 1/8 í_11 7/16"" (43.5 í_29 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74821,24.8,19.8
Modern Art,Joseph Webster Golinkin,(American),(Male),Lithograph,"composition: 14 5/16 x 17 1/2"" (36.3 x 44.5cm); sheet: 15 15/16 x 20 1/16"" (40.5 x 51 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74830,36.3,44.5
Mannikin,Arshile Gorky,(American),(Male),Lithograph,"composition: 14 13/16 x 11 7/16"" (37.6 x 29 cm); sheet: 18 7/8 x 14 1/16"" (48 x 35.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74833,37.6,29
Window,Samuel Halpert,(American),(Male),Lithograph,"Comp. 14 1/2 x 11 1/4"" (36.7 x 28.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,36.7,28.6
Boats - St. Tropez,Samuel Halpert,(American),(Male),Lithograph,"Comp. 9 3/4 x 12 3/4"" (24.8 x 32.4 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,24.8,32.4
Central Park - Winter,Samuel Halpert,(American),(Male),Lithograph,"Comp. 8 7/8 x 11 3/8"" (22.6 x 28.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,22.6,28.8
Village Street,Samuel Halpert,(American),(Male),Lithograph,"Comp. 8 9/16 x 11 5/8"" (21.7 x 29.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,21.7,29.5
Dressmaker,Samuel Halpert,(American),(Male),Transfer lithograph,"Comp. 12 3/4 x 10"" (32.3 x 25.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,32.3,25.3
Hallway,Samuel Halpert,(American),(Male),Lithograph,"Comp. 11 11/16 x 8 9/16"" (29.7 x 21.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,29.7,21.7
Still Life with Paper Bag,Rosella Hartman,(Nationality Unknown),(Female),Lithograph,"composition: 9 1/2 í_13 3/4"" (24.1 í_35 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74854,24.1,35
The Avenue of the Allies,Childe Hassam,(American),(Male),Drypoint,"plate: 14 13/16 í_9 11/16"" (37.6 í_24.6 cm); sheet: 18 7/8 í_12 1/16"" (48 í_30.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74857,37.6,24.6
Deer,William E. Hentschel,(American),(Male),Stencil with airbrush,"Comp. 10 1/4 x 9 13/16"" (26.0 x 23.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,26,23.3
Bowl of Blue Flowers,William E. Hentschel,(American),(Male),Stencil with airbrush,,Gift of Abby Aldrich Rockefeller,Print,4/5/40,,,
"Banyuls, France: Fisherman's Bar",Hilaire Hiler,(American),(Male),Lithograph,"Comp. 14 11/16 x 10 1/2"" (37.4 x 26.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,37.4,26.6
"Paris, Corner Rue Glacií_e",Hilaire Hiler,(American),(Male),Lithograph,"Comp. 13 3/4 x 11 1/16"" (34.9 x 28.1 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,34.9,28.1
Street Singers,Hilaire Hiler,(American),(Male),Lithograph,"Comp. 12 3/8 x 14 13/16"" (31.4 x 37.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,31.4,37.5
Boats and Masts,Hilaire Hiler,(American),(Male),Lithograph,"Comp. 18 x 12 15/16"" (45.8 x 32.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,45.8,32.8
Christmas Card,Stefan Hirsch,(American),(Male),Lithograph,"composition  4 15/16 x 3 9/16"" (12.6 x 9 cm)
folded sheet  7 x 4 3/4"" (17 x 12.1 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,12.6,9
Old Lady Knitting,Stefan Hirsch,(American),(Male),Lithograph,"composition  12 1/8 x 8 3/4"" (30.8 x 22.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,30.8,22.2
Rocks,Stefan Hirsch,(American),(Male),Lithograph,"composition  9 1/16 x 12 1/16"" (23 x 30.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,23,30.6
Bush Terminal - Night,Stefan Hirsch,(American),(Male),Lithograph,"composition  9 5/16 x 13 5/16"" (23.7 x 33.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,23.7,33.9
Figure,Stefan Hirsch,(American),(Male),Lithograph,"composition  10 9/16 x 9 3/8"" (26.8 x 23.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,26.8,23.8
Robert Laurent in His Studio,Stefan Hirsch,(American),(Male),Lithograph,"composition  13 5/16 x 9 3/8"" (33.8 x 23.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,33.8,23.9
One Way Street,Stefan Hirsch,(American),(Male),Lithograph,"composition  9 3/16 x 11 15/16"" (23.4 x 30.3 cm)
sheet  11 1/4 x 15 3/4"" (28.6 x 40 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,23.4,30.3
"Mercado, Merida (Market in Merida, Yucatan, Mexico)",Stefan Hirsch,(American),(Male),Lithograph,"composition  9 3/16 x 12"" (23.4 x 30.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,23.4,30.5
Scared Horse,Stefan Hirsch,(American),(Male),Lithograph,"composition  9 3/4 x 7 1/2"" (24.8 x 19 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,24.8,19
Central Park,Stefan Hirsch,(American),(Male),Lithograph,"composition  8 11/16 x 12 1/2"" (22.1 x 31.8 cm)
sheet  11 5/16 x 15 15/16"" (28 x 40.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74917,22.1,31.8
The Lonely House,Edward Hopper,(American),(Male),Etching,"plate: 7 15/16 x 9 15/16"" (20.1 x 25.2 cm); sheet: 13 3/8 x 16 1/4"" (34 x 41.3 cm)
",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74920,20.1,25.2
The Railroad,Edward Hopper,(American),(Male),Etching,"plate: 7 7/8 x 9 3/4"" (20 x 24.8 cm); sheet: 13 7/16 x 16 1/8"" (34.2 x 40.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74923,20,24.8
Night in the Park,Edward Hopper,(American),(Male),Etching,"plate: 6 13/16 x 8 1/4"" (17.3 x 20.9 cm); sheet: 13 9/16 x 15 5/8"" (34.5 x 39.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74926,17.3,20.9
The Locomotive,Edward Hopper,(American),(Male),Etching,"plate: 7 15/16 x 9 7/8"" (20.2 x 25.1 cm); sheet: 13 9/16 x 15 1/2"" (34.5 x 39.4 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74930,20.2,25.1
House by a River,Edward Hopper,(American),(Male),Etching,"plate: 6 7/8 x 7 13/16"" (17.5 x 19.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74934,17.5,19.8
Night Shadows,Edward Hopper,(American),(Male),Etching,"plate: 6 15/16 x 8 1/8"" (17.6 x 20.7 cm); sheet: 9 7/16 x 11 1/4"" (24 x 28.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74938,24,28.6
The Catboat,Edward Hopper,(American),(Male),Etching,"plate: 7 7/8 x 9 13/16"" (20 x 24.9 cm); sheet: 13 3/8 x 16 13/16"" (34 x 42.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74942,20,24.9
East Side Interior,Edward Hopper,(American),(Male),Etching,"composition: 7 7/8 x 9 13/16"" (20 x 25 cm); sheet: 13 3/8 x 16 3/4"" (34 x 42.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74946,20,25
The Evening Wind,Edward Hopper,(American),(Male),Etching,"plate: 6 15/16 x 8 5/16"" (17.6 x 21.1 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74950,17.6,21.1
American Landscape,Edward Hopper,(American),(Male),Etching,"plate: 7 5/16 x 12 3/8"" (18.5 x 31.4 cm); sheet: 13 3/8 x 18 1/16"" (34 x 45.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74954,18.5,31.4
February Sunshine,Eloise Howard,(American),(Female),Wood engraving,,Gift of Abby Aldrich Rockefeller,Print,4/5/40,,,
Cherry Blossoms,Eloise Howard,(American),(Female),Woodcut,"Block 6 x 9 15/16"" (15.2 x 25.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,15.2,25.3
Jack and Jill,"George Overbury (""Pop"") Hart",(American),(Male),Drypoint,"plate: 3 7/16 x 7 1/2"" (8.8 x 19cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/74981,8.8,19
Siesta,"George Overbury (""Pop"") Hart",(American),(Male),Drypoint on zinc,"Plate 2 3/4 x 6 1/8"" (7.0 x 15.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,7,15.6
Mother and Child,"George Overbury (""Pop"") Hart",(American),(Male),Drypoint on zinc,"Plate 4 1/4 x 5 3/16"" (10.8 x 13.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,10.8,13.2
"Nude Negress, Souvenir of the Tropics","George Overbury (""Pop"") Hart",(American),(Male),Lithograph,"composition: 8 11/16 x 6 9/16"" (22 x 16.7 cm); sheet: 12 1/2 x 10 1/4"" (31.8 x 26 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,22,16.7
Lunch Hour,"George Overbury (""Pop"") Hart",(American),(Male),Lithograph,"Comp. 4 5/8 x 9 3/16"" (11.8 x 23.3 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,11.8,23.3
Cabin Boy,"George Overbury (""Pop"") Hart",(American),(Male),Lithograph on zinc,"Plate 9 1/8 x 6 3/4"" (23.2 x 17.1 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,23.2,17.1
Awaiting Boat's Return,"George Overbury (""Pop"") Hart",(American),(Male),Drypoint on copper,"Plate 4 15/16 x 6 7/8 "" (12.6 x 17.4 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,12.6,17.4
Water Carrier,"George Overbury (""Pop"") Hart",(American),(Male),Drypoint on zinc,"Plate 7 7/8 x 9 15/16"" (20.0 x 25.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,20,25.2
Early Morning Market,"George Overbury (""Pop"") Hart",(American),(Male),"Drypoint, sandpaper, and roulette","plate: 7 1/16 x 10 7/8"" (18 x 27.6cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/75013,18,27.6
Jersey Hills,"George Overbury (""Pop"") Hart",(American),(Male),Drypoint & sandpaper (?) on copper,"Plate 6 7/8 x 11 7/8"" (17.5 x 30.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,17.5,30.2
"Chicken Vendor, Trinidad","George Overbury (""Pop"") Hart",(American),(Male),"Drypoint, sandpaper, and roulette","plate: 9 7/16 x 6 7/8"" (23.9 x 17.5cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/75027,23.9,17.5
Cup of Tea,"George Overbury (""Pop"") Hart",(American),(Male),"Lithograph on zinc, printed in black","Comp. 9 5/8 x 7 1/16"" (24.5 x 18.0 cm) Plate 10 1/16 x 7 7/8"" (25.6 x 18.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,24.5,18
Native Laundress,"George Overbury (""Pop"") Hart",(American),(Male),Lithograph on zinc,"Plate 7 3/8 x 11 9/16"" (18.8 x 29.4 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,18.8,29.4
"Cockfight, Santo Domingo","George Overbury (""Pop"") Hart",(American),(Male),Lithograph on zinc,"Comp 7 5/8 x 12 5/8"" (19.4 x 32.0 cm) Plate 8 3/16 x 13 1/8"" (20.8 x 33.4 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,19.4,32
"Cockfight, Santo Domingo","George Overbury (""Pop"") Hart",(American),(Male),"Transfer or counterproof lithograph on zinc, hand colored with color crayon and watercolor washes","Comp 7 11/16 x 12 3/4"" (19.6 x 32.4 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,19.6,32.4
Sunday Picnic on the Hudson,"George Overbury (""Pop"") Hart",(American),(Male),"Transfer lithograph on stone, touched by hand with color crayon and watercolorwashes","Comp. 5 5/16 x 8 11/16"" (13.5 x 22.0 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,13.5,22
Winter in Coytesville,"George Overbury (""Pop"") Hart",(American),(Male),"Lithograph, touched by hand with color crayon and watercolor washes","Comp. 7 5/16 x 9 5/16"" (18.6 x 23.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,18.6,23.7
Boys and Donkeys,"George Overbury (""Pop"") Hart",(American),(Male),Drypoint and etching,"Plate 6 1/8 x 9 7/16"" (15.6 x 23.9 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,15.6,23.9
"Bringing Goats to Market, Trinidad","George Overbury (""Pop"") Hart",(American),(Male),"Etching, drypoint and roulette on zinc","Plate 7 1/8 x 9 7/16"" (18.5 x 23.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,18.5,23.8
Campfire,"George Overbury (""Pop"") Hart",(American),(Male),"Drypoint, sandpaper and roulette on copper","Plate 5 7/8 x 8 7/8"" (14.9 x 22.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,14.9,22.6
Mammy,"George Overbury (""Pop"") Hart",(American),(Male),"Drypoint, sandpaper and roulette","Plate 9 7/16 x 7 1/8"" (23.9 x 18.2 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,23.9,18.2
Shopkeeper's Daughter,"George Overbury (""Pop"") Hart",(American),(Male),"Drypoint, roulette and sandpaper","Plate 9 3/8 x 7 3/8"" (23.8 x 18.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,23.8,18.8
Boats and Natives,"George Overbury (""Pop"") Hart",(American),(Male),Drypoint and roulette,"Plate 7 1/8 x 10 7/8"" (18.1 x 27.6 cm) Sheet 11 15/16 x 16"" (30.3 x 40.6 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,18.1,27.6
"Native Baptism, Trinidad","George Overbury (""Pop"") Hart",(American),(Male),"Aquatint, drypoint and roulette","Plate 6 3/16 x 9 1/4"" (15.7 x 23.5 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,15.7,23.5
Moonlight in Jungle,"George Overbury (""Pop"") Hart",(American),(Male),Lithograph,"plate: 8 1/4 x 9 3/4"" (21 x 24.8cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/75106,21,24.8
The Rainbow,"George Overbury (""Pop"") Hart",(American),(Male),Lithograph,"composition: 9 x 13 1/4"" (22.9 x 33.7cm); plate: 9 1/2 x 13 11/16"" (24.1 x 34.7cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/75110,22.9,33.7
Atlantic City,"George Overbury (""Pop"") Hart",(American),(Male),Lithograph,"composition: 7 1/4 x 8 1/2"" (18.4 x 21.6cm); plate: 7 9/16 x 8 7/8"" (19.2 x 22.5cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,http://www.moma.org/collection/works/75113,18.4,21.6
The Hostess,"George Overbury (""Pop"") Hart",(American),(Male),"Drypoint (and aquatint?), inked in black - plate heavily inked in color and printed as a monotype","Plate 6 15/16 x 8 15/16"" (17.5 x 22.7 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,17.5,22.7
"Market Stand, Santo Domingo","George Overbury (""Pop"") Hart",(American),(Male),"Soft ground, sandpaper, roulette (and aquatint?)","Plate 7 1/8 x 10 15/16"" (18.1 x 27.8 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,18.1,27.8
Gamblers,"George Overbury (""Pop"") Hart",(American),(Male),"Transfer or counter-proof from lithograph on zinc, hand colored in brown (color crayon and watercolor wash?) and probably lightly varnished","Comp. 6 3/8 x 9"" (16.2 x 23.0 cm)",Gift of Abby Aldrich Rockefeller,Print,4/5/40,,16.2,23
