Title,Artist,ConstituentID,ArtistBio,Nationality,Gender,Medium,Dimensions,CreditLine,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Height (cm),Width (cm)
Head of Orpheus,Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Charcoal on colored paper,"17 1/2 x 21 1/8"" (44.5 x 53.7 cm)",Gift of The Ian Woodner Family Collection,Drawing,Drawings & Prints,5/17/00,Y,35992,http://www.moma.org/collection/works/35992,http://www.moma.org/media/W1siZiIsIjg4MjQ4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c1c2ed4571658608,44.4501,53.6576
Through the Crack a Death's-Head Was Projected,Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Charcoal and chalk on paper,"17 x 12"" (43.2 x 30.5 cm)",Gift of The Ian Woodner Family Collection,Drawing,Drawings & Prints,5/17/00,Y,35999,http://www.moma.org/collection/works/35999,http://www.moma.org/media/W1siZiIsIjg4MjQ5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=1efbde9eaab07601,43.2,30.5
The Apparition,Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Pastel and charcoal on colored paper,"20 1/4 x 12 1/4"" (51.4 x 31.1 cm)",Gift of The Ian Woodner Family Collection,Drawing,Drawings & Prints,5/17/00,Y,36006,http://www.moma.org/collection/works/36006,http://www.moma.org/media/W1siZiIsIjg4MjUwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=8bee555e4ff8135f,51.4,31.1
Portrait of Arthur Fontaine,Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Colored contÌ© crayon on paper mounted on paper,"24 7/8 x 19 3/8"" (63.2 x 49.2 cm)",Gift of The Ian Woodner Family Collection,Drawing,Drawings & Prints,5/17/00,Y,36013,http://www.moma.org/collection/works/36013,http://www.moma.org/media/W1siZiIsIjg4MjUxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=9dfa752a43166b33,63.1826,49.2126
The Barque,Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Pastel and charcoal on paper,"24 x 20"" (61 x 50.8 cm)",Gift of The Ian Woodner Family Collection,Drawing,Drawings & Prints,5/17/00,Y,36019,http://www.moma.org/collection/works/36019,http://www.moma.org/media/W1siZiIsIjg4MjUyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f73d296866e52c74,61,50.8001
The Window,Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Pastel and charcoal on colored paper,"20 3/4 x 14 5/8"" (52.7 x 37.1 cm)",Gift of The Ian Woodner Family Collection,Drawing,Drawings & Prints,5/17/00,Y,36025,http://www.moma.org/collection/works/36025,http://www.moma.org/media/W1siZiIsIjg4MjUzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=00a0ef65714bcf6e,52.7051,37.1
Vase of Flowers,Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),"Pastel, chalk, and pencil on colored paper on board","16 1/4 x 14 7/8"" (41.3 x 37.8 cm)",Gift of The Ian Woodner Family Collection,Drawing,Drawings & Prints,5/17/00,Y,36032,http://www.moma.org/collection/works/36032,http://www.moma.org/media/W1siZiIsIjg4MjU0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=32d267c31a6ba19d,41.2751,37.7826
Woman with Flower Corsage,Odilon Redon,4840,"(French, 1840‰Û_916)",(French),(Male),Pastel on colored paper,"30 3/8 x 25 3/4"" (77.2 x 65.4 cm)",Gift of The Ian Woodner Family Collection,Drawing,Drawings & Prints,5/17/00,Y,36038,http://www.moma.org/collection/works/36038,http://www.moma.org/media/W1siZiIsIjg4MjU1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=5b7e6ce899f4fe4d,77.2,65.4051
Functionally Fixed and Functionally Unfixed Panels,Andrea Zittel,7525,"(American, born 1965)",(American),(Female),Pencil on paper,"28 1/2 x 48 1/2"" (72.4 x 123 cm)",Gift of Steven Johnson and Walter Sudol,Drawing,Drawings & Prints,5/17/00,Y,36044,http://www.moma.org/collection/works/36044,http://www.moma.org/media/W1siZiIsIjIzNDk3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3a5150e79a3c5a6a,72.4,123.2
Self-Portrait,Chuck Close,1156,"(American, born 1940)",(American),(Male),"Color instant print (Polaroid) mounted on foam-core with tape, ink, felt-tip pen, graphite and oil paint on board","36 x 24"" (91.2 x 61 cm).",Gift of the artist,Drawing,Drawings & Prints,10/10/00,Y,36049,http://www.moma.org/collection/works/36049,http://www.moma.org/media/W1siZiIsIjI3ODkwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8990ccdf457ac3a0,91.4,61
Magdalena,Marlene Dumas,7521,"(South African, born 1953)",(South African),(Female),Ink on paper,"49 1/4 x 27 1/2"" (125.1 x 69.8 cm).","Gift of Patricia and Morris Orden, New York",Drawing,Drawings & Prints,10/10/00,Y,36055,http://www.moma.org/collection/works/36055,http://www.moma.org/media/W1siZiIsIjk3MTM0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=438ff74ef95dd540,125.1,69.8
Skinatural,Ellen Gallagher,7639,"(American, born 1965)",(American),(Female),"Oil, pencil and plasticine on magazine page","13 1/4 x 10"" (33.7 x 25.4 cm).",Gift of Mr. and Mrs. James R. Hedges IV,Drawing,Drawings & Prints,10/10/00,Y,36063,http://www.moma.org/collection/works/36063,http://www.moma.org/media/W1siZiIsIjc2Njg3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=037fbd549872019d,33.7,25.4
Untitled,Wolfgang Laib,3342,"(German, born 1950)",(German),(Male),Oil and pencil on paper,"35 3/8 x 24 3/4"" (90.5 x 62.9 cm).",Gift of Sarah-Ann and Werner H. Kramarsky,Drawing,Drawings & Prints,10/10/00,Y,36068,http://www.moma.org/collection/works/36068,http://www.moma.org/media/W1siZiIsIjE0MTcxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=295740c082a19516,89.9,62.9
Untitled (There is a consciousness we all have...),Glenn Ligon,6902,"(American, born 1960)",(American),(Male),"Oil, oilstick, pencil, and acrylic on two sheets of paper","30 x 44 3/4"" (76.2 x 111.1 cm)",Gift of Jan Christiaan Braun in honor of Agnes Gund,Drawing,Drawings & Prints,10/10/00,Y,36074,http://www.moma.org/collection/works/36074,http://www.moma.org/media/W1siZiIsIjk3MDQ3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=b592cafd30bfc473,76.2,113.7
Throw,Vito Acconci,53,"(American, 1940‰Û_017)",(American),(Male),Ink and pastel on painted foamcore with gelatin silver prints,"overall:  46 3/4 x 44 7/8"" (118.7 x 114 cm).",Gift of Thea Westreich and Ethan Wagner in honor of Gary Garrels,Drawing,Drawings & Prints,12/12/00,Y,38701,http://www.moma.org/collection/works/38701,http://www.moma.org/media/W1siZiIsIjU2ODI5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=280fde56da281f5e,45.7201,68.2626
Untitled,Hannelore Baron,344,"(American, 1926‰Û_987)",(American),(Female),"Cut-and-pasted monoprints on cut-and-pasted fabrics, colored ink and stamped ink","5 x 10 1/4"" (12.7 x 26 cm)",Gift of Dean Valentine and Amy Adelson,Drawing,Drawings & Prints,12/12/00,Y,38702,http://www.moma.org/collection/works/38702,,12.7,26
Untitled,Ellen Gallagher,7639,"(American, born 1965)",(American),(Female),"Synthetic polymer paint, plasticine, ink, felt-tip pen and pencil on paper","19 3/4 x 15"" (50.2 x 38.1 cm)",Purchased with funds provided by Ninah and Michael Lynne,Drawing,Drawings & Prints,12/12/00,Y,38703,http://www.moma.org/collection/works/38703,http://www.moma.org/media/W1siZiIsIjEwMTg0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a01cec9e585c4b1d,50.2,38.1
Woman,Willem de Kooning,3213,"(American, born the Netherlands. 1904‰Û_997)",(American),(Male),Charcoal on transparentized paper,"80 x 35 3/4"" (203.2 x 90.8 cm).","Purchased with funds provided by Kathy and Richard S. Fuld, Jr., Jo Carole and Ronald S. Lauder, Thomas Weisel, Agnes Gund, Sarah-Ann and Werner H. Kramarsky, and gift of The Sidney and Harriet Janis Collection (by exchange)",Drawing,Drawings & Prints,12/12/00,Y,38704,http://www.moma.org/collection/works/38704,http://www.moma.org/media/W1siZiIsIjIwNzQ4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=adf2e2b1fb6b46b5,203.2,90.8
,,,,,,,,,,,,,,,,,
Proyecto de Acumulacion de Materiales (Project of Accumulation of Materials),"Los Carpinteros, Alexandre Arrechea, Dagoberto Rodriguez, Marco Castillo","8304, 8306, 8307, 8305","(Cuban) (Cuban, born 1970) (Cuban, born 1969) (Cuban, born 1971)",(Cuban) (Cuban) (Cuban) (Cuban),() (Male) (Male) (Male),Watercolor and pencil on paper,"46 1/4 x 138 1/8"" (117.5 x 352.8 cm)","Purchased with funds provided by Sylvia de Cuevas, Leila and Melville Straus, and The Contemporary Arts Council of The Museum of Modern Art",Drawing,Drawings & Prints,12/12/00,Y,38705,http://www.moma.org/collection/works/38705,http://www.moma.org/media/W1siZiIsIjMyMjczNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2d35fb7a7eb3352f,117.5,350.8
Untitled,Henri Michaux,3963,"(French, born Belgium. 1899‰Û_984)",(French),(Male),Watercolor and ink on paper,"12 1/2 x 9 1/2"" (31.8 x 24.1 cm)",Acquired through the generosity of Jo Carole and Ronald S. Lauder,Drawing,Drawings & Prints,12/12/00,Y,38706,http://www.moma.org/collection/works/38706,http://www.moma.org/media/W1siZiIsIjc1NjUxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=769e384ae99213b4,31.8,24.1
Untitled,John Morris,8320,"(American, born 1965)",(American),(Male),Ink on paper,"10 1/4 x 7"" (26 x 17.8 cm)",Purchased with funds provided by Sarah-Ann and Werner H. Kramarsky,Drawing,Drawings & Prints,12/12/00,Y,38707,http://www.moma.org/collection/works/38707,http://www.moma.org/media/W1siZiIsIjI2NzkyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1f74a73cfc1871b8,26,17.8
Untitled,John Morris,8320,"(American, born 1965)",(American),(Male),Ink on paper,"10 1/4 x 7"" (26 x 17.8 cm)",Purchased with funds provided by Sarah-Ann and Werner H. Kramarsky,Drawing,Drawings & Prints,12/12/00,Y,38708,http://www.moma.org/collection/works/38708,http://www.moma.org/media/W1siZiIsIjI2NzkyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=deb34e2b97e660b8,26,17.8
Untitled,John Morris,8320,"(American, born 1965)",(American),(Male),Ink on paper,"10 1/4 x 7"" (26 x 17.8 cm)",Purchased with funds provided by Sarah-Ann and Werner H. Kramarsky,Drawing,Drawings & Prints,12/12/00,Y,38709,http://www.moma.org/collection/works/38709,http://www.moma.org/media/W1siZiIsIjI2NzkyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=31313e017a7a3f31,26,17.8
Untitled (Facing Balconies),Juan MuÌ±oz,7812,"(Spanish, 1953‰Û_001)",(Spanish),(Male),Oilstick on plastic sheet on brown paper,"18 1/8 x 25 7/8"" (46 x 65.7 cm)",Purchase,Drawing,Drawings & Prints,12/12/00,Y,38710,http://www.moma.org/collection/works/38710,http://www.moma.org/media/W1siZiIsIjI5NDYyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9955d6052677d5fb,46.0376,65.7226
Untitled (Balcony with heavy black vertical line),Juan MuÌ±oz,7812,"(Spanish, 1953‰Û_001)",(Spanish),(Male),Oilstick on plastic sheet on brown paper,"25 7/8 x 19 1/4"" (65.7 x 48.9 cm)",Purchase,Drawing,Drawings & Prints,12/12/00,Y,38711,http://www.moma.org/collection/works/38711,http://www.moma.org/media/W1siZiIsIjI5NDYyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8653bcc925783b0a,65.7226,48.8951
Untitled (Balcony with Awning and Sketch below),Juan MuÌ±oz,7812,"(Spanish, 1953‰Û_001)",(Spanish),(Male),Oilstick on plastic sheet on brown paper,"26 3/4 x 18 1/2"" (67.9 x 47 cm)",Purchase,Drawing,Drawings & Prints,12/12/00,Y,38712,http://www.moma.org/collection/works/38712,http://www.moma.org/media/W1siZiIsIjI5NDYyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=712ba475db8b616c,67.9,47
Untitled (3 Balconies with Time),Juan MuÌ±oz,7812,"(Spanish, 1953‰Û_001)",(Spanish),(Male),Oilstick on plastic sheet over a paper envelope on paper,"19 3/4 x 27 1/2"" (50.2 x 69.9 cm)",Purchase,Drawing,Drawings & Prints,12/12/00,Y,38713,http://www.moma.org/collection/works/38713,http://www.moma.org/media/W1siZiIsIjEyODA5NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1f580166c6f9cdd2,50.1651,69.8501
Liam,Elizabeth Peyton,8042,"(American, born 1965)",(American),(Female),Ink wash and pencil on paper,"17 x 13 3/4"" (43.2 x 35 cm).",Gift of Patricia and Morris Orden,Drawing,Drawings & Prints,12/12/00,Y,38714,http://www.moma.org/collection/works/38714,http://www.moma.org/media/W1siZiIsIjIwNzQ4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=56dcd42a59d441b0,43.2,34.9
John 1971,Elizabeth Peyton,8042,"(American, born 1965)",(American),(Female),Watercolor on paper,"10 x 7"" (25.4 x 17.8 cm).",Gift of Patricia and Morris Orden,Drawing,Drawings & Prints,12/12/00,Y,38715,http://www.moma.org/collection/works/38715,http://www.moma.org/media/W1siZiIsIjIwNzQ4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4561643995f194f3,25.4,17.8
Matthew Smoking,Elizabeth Peyton,8042,"(American, born 1965)",(American),(Female),Watercolor on paper,"12 x 9"" (30.5 x 22.9 cm)",Gift of Patricia and Morris Orden,Drawing,Drawings & Prints,12/12/00,Y,38716,http://www.moma.org/collection/works/38716,http://www.moma.org/media/W1siZiIsIjIwNzQ4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2525e60b4e4459fc,30.4801,22.86
"Daniel, Berlin",Elizabeth Peyton,8042,"(American, born 1965)",(American),(Female),Watercolor and synthetic polymer paint on paper,"40 x 28 3/4"" (101.5 x 73 cm).",Gift of Patricia and Morris Orden,Drawing,Drawings & Prints,12/12/00,Y,38717,http://www.moma.org/collection/works/38717,http://www.moma.org/media/W1siZiIsIjE5OTcwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dbf2e604c67d4553,101.6,73
Spencer,Elizabeth Peyton,8042,"(American, born 1965)",(American),(Female),Colored pencil on paper,"8 3/4 x 6"" (22.2 x 15.2 cm).",Gift of David Teiger,Drawing,Drawings & Prints,12/12/00,Y,38718,http://www.moma.org/collection/works/38718,http://www.moma.org/media/W1siZiIsIjM4NjIwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8ba6fe0de86ae05c,22.2,15.2
Anniversary,JosÌ© Toirac,8327,"(Cuban, born 1966)",(Cuban),(Male),"Pencil and red wine on pasteboard, pins and suitcase with key","149 sheets each: 5 1/2 x 3 1/8"" (14 x 7.9 cm)","Purchased with funds provided by Marlene Hess, Clay Barr, Pam and James Heller, Kenneth Kuchin, Leila and Melville Straus, Sylvia de Cuevas, Richard Anderman, and The Contemporary Arts Council",Drawing,Drawings & Prints,12/12/00,Y,38719,http://www.moma.org/collection/works/38719,http://www.moma.org/media/W1siZiIsIjU3MTk1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=9466d7015fcf23cd,14,7.9
"Drawing for Water Tower, I",Rachel Whiteread,6910,"(British, born 1963)",(British),(Female),"Graphite with cut-and-pasted color photocopy, varnish and ink on graph paper","33 1/8 x 23 1/4"" (84.1 x 59.1 cm)",Purchase,Drawing,Drawings & Prints,12/12/00,Y,38720,http://www.moma.org/collection/works/38720,http://www.moma.org/media/W1siZiIsIjE2NjEyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=806acf01ed43b721,84.1377,59.0551
"Drawing for Water Tower, II",Rachel Whiteread,6910,"(British, born 1963)",(British),(Female),"Correction fluid, varnish, pencil, and ink on graph paper","33 1/8 x 23 1/4"" (84.1 x 59.1 cm)",Purchase,Drawing,Drawings & Prints,12/12/00,Y,38721,http://www.moma.org/collection/works/38721,http://www.moma.org/media/W1siZiIsIjE2NjEyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b1aa0c8a9e218342,84.1377,59.0551
"Drawing for Water Tower, III",Rachel Whiteread,6910,"(British, born 1963)",(British),(Female),"Graphite, varnish, gouache and ink on graph paper with cut-and-pasted color photo copy","33 1/8 x 23 1/4"" (84.1 x 59.1 cm)",Purchase,Drawing,Drawings & Prints,12/12/00,Y,38722,http://www.moma.org/collection/works/38722,http://www.moma.org/media/W1siZiIsIjU3MzE5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=1edda9069954637c,84.1377,59.0551
"Drawing for Water Tower, IV",Rachel Whiteread,6910,"(British, born 1963)",(British),(Female),Color photographs,"11 7/8 x 13 1/4"" (30.2 x 33.7 cm)",Purchase,Drawing,Drawings & Prints,12/12/00,Y,38723,http://www.moma.org/collection/works/38723,http://www.moma.org/media/W1siZiIsIjE2MjU3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b333c0914b027031,30.1626,33.6551
"Drawing for Water Tower, V",Rachel Whiteread,6910,"(British, born 1963)",(British),(Female),"Tape, ink, varnish and correction fluid on color photographs","19 7/8 x 17 1/2"" (50.5 x 44.5 cm)",Purchase,Drawing,Drawings & Prints,12/12/00,Y,38724,http://www.moma.org/collection/works/38724,http://www.moma.org/media/W1siZiIsIjE2MjU3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=31313ae9678acb81,50.4826,44.4501
"Drawing for Water Tower, VI",Rachel Whiteread,6910,"(British, born 1963)",(British),(Female),"Varnish, ink, and pencil on graph paper","33 1/8 x 23 1/4"" (84.1 x 59.1 cm)",Purchase,Drawing,Drawings & Prints,12/12/00,Y,38725,http://www.moma.org/collection/works/38725,http://www.moma.org/media/W1siZiIsIjE2NjEyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=16d38a6822ee58a2,84.1377,59.0551
"Drawing for Water Tower, VII",Rachel Whiteread,6910,"(British, born 1963)",(British),(Female),Varnish and pencil on graph paper,"33 1/8 x 23 1/4"" (84.1 x 59.1 cm)",Purchase,Drawing,Drawings & Prints,12/12/00,Y,38726,http://www.moma.org/collection/works/38726,http://www.moma.org/media/W1siZiIsIjI5NTIyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0e607f1cfa249ba8,84.1377,59.0551
"Drawing for Water Tower, VIII",Rachel Whiteread,6910,"(British, born 1963)",(British),(Female),Varnish and pencil on black and white photograph,"10 5/8 x 7 3/4"" (27 x 19.7 cm)",Purchase,Drawing,Drawings & Prints,12/12/00,Y,38727,http://www.moma.org/collection/works/38727,http://www.moma.org/media/W1siZiIsIjE2MjU3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2d5bb25206a18428,26.9876,19.685
Street Shadows,Jacob Lawrence,3418,"(American, 1917‰Û_000)",(American),(Male),Egg tempera and pencil on gessoed board,"24 x 29 7/8"" (61 x 75.9 cm).","Gift of Ellen Kern and Gail Garlick in memory of their parents, Jewel and Lewis Garlick",Drawing,Drawings & Prints,12/12/00,Y,38728,http://www.moma.org/collection/works/38728,http://www.moma.org/media/W1siZiIsIjg4ODUwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=3c537784bb132b06,61,75.9
Study for Imperfect Painting,Roy Lichtenstein,3542,"(American, 1923‰Û_997)",(American),(Male),Pencil and colored pencils on graph paper,"13 1/4 x 17 1/2"" (33.6 x 43.8 cm).","Gift of James and Katherine Goodman, New York",Drawing,Drawings & Prints,12/12/00,Y,38729,http://www.moma.org/collection/works/38729,http://www.moma.org/media/W1siZiIsIjI5ODcwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c76ee294d3e882bf,33.7,44.5
Study for Imperfect Painting,Roy Lichtenstein,3542,"(American, 1923‰Û_997)",(American),(Male),Pencil and colored pencils on graph paper,"8 x 10 1/4"" (20.3 x 26 cm).","Gift of James and Katherine Goodman, New York",Drawing,Drawings & Prints,12/12/00,Y,38730,http://www.moma.org/collection/works/38730,http://www.moma.org/media/W1siZiIsIjI5ODcxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a4ede0e99258c032,20.3,26
100 Boots on the Way to Church,Eleanor Antin,8183,"(American, born 1935)",(American),(Female),Gelatin silver print,"4 1/2 _ 7 1/16"" (11.5 _ 18 cm)",Gift of MichÌ¬le Gerber Klein,Photograph,Photography,3/23/00,Y,48148,http://www.moma.org/collection/works/48148,,20.32004064,25.4000508
The Yellow Wall,Tina Barney,343,"(American, born 1945)",(American),(Female),Chromogenic color print,"47 1/4 x 60"" (120 x 152.4 cm)",Acquired through the generosity of Jo Carole and Ronald S. Lauder,Photograph,Photography,3/23/00,Y,48195,http://www.moma.org/collection/works/48195,,120,152.4
Chicago,Harry Callahan,924,"(American, 1912‰Û_999)",(American),(Male),Gelatin silver print,"9 1/2 x 13 11/16"" (24.1 x 34.8 cm)",Gift of Susan and Peter MacGill,Photograph,Photography,3/23/00,Y,48217,http://www.moma.org/collection/works/48217,http://www.moma.org/media/W1siZiIsIjE0NDM0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=091fd2645ab76468,24.1,34.8
Chicago,Harry Callahan,924,"(American, 1912‰Û_999)",(American),(Male),Gelatin silver print,"9 1/2 x 13 11/16"" (24.1 x 34.8 cm)",Gift of Susan and Peter MacGill,Photograph,Photography,3/23/00,Y,48238,http://www.moma.org/collection/works/48238,http://www.moma.org/media/W1siZiIsIjE0NDM0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=36cbcc6aff6301d1,24.1,34.8
Chicago,Harry Callahan,924,"(American, 1912‰Û_999)",(American),(Male),Gelatin silver print,"10 1/4 x 15 3/4"" (26 x 40 cm)",Gift of Susan and Peter MacGill,Photograph,Photography,3/23/00,Y,48258,http://www.moma.org/collection/works/48258,http://www.moma.org/media/W1siZiIsIjIyMzk5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6bc04a57eb2fcd4b,26,40
"Eleanor, Chicago",Harry Callahan,924,"(American, 1912‰Û_999)",(American),(Male),Gelatin silver print,"7 5/8 x 9 5/8"" (19.4 x 24.5 cm)",Gift of Susan and Peter MacGill,Photograph,Photography,3/23/00,Y,48277,http://www.moma.org/collection/works/48277,http://www.moma.org/media/W1siZiIsIjE0NDM0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=49558d05eba9b7bb,19.4,24.5
Suburbia,Thomas Florschuetz,1920,"(German, born 1957)",(German),(Male),Silver dye bleach prints,"30 x 20"" (76.2 x 50.8 cm)",E.T. Harmax Foundation Fund,Photograph,Photography,3/23/00,Y,48296,http://www.moma.org/collection/works/48296,http://www.moma.org/media/W1siZiIsIjQyODMyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bd32b185a0ad7c7f,76.2,50.8
Diagonal,Thomas Florschuetz,1920,"(German, born 1957)",(German),(Male),Silver dye bleach prints,"30 x 20"" (76.2 x 50.8 cm)",E.T. Harmax Foundation Fund,Photograph,Photography,3/23/00,Y,48344,http://www.moma.org/collection/works/48344,http://www.moma.org/media/W1siZiIsIjQyODMyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8b07a1d808e3ac70,76.2,50.8
"Villa Wittgenstein, Vienna",G_nther F_rg,1940,"(German, 1952‰Û_013)",(German),(Male),Chromogenic color print,"100 1/2 x 51 1/4"" (255.3 x 130.2 cm)",Acquisition from Werner and Elaine Dannheisser,Photograph,Photography,3/23/00,Y,48363,http://www.moma.org/collection/works/48363,http://www.moma.org/media/W1siZiIsIjI4NjgwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f7394b7172f670ed,255.3,130.2
"Toys ""R"" Us",Andreas Gursky,7806,"(German, born 1955)",(German),(Male),Chromogenic color print,"6' 9 1/2"" x 11' 5/8"" (207 x 336.9 cm)",Acquired through the generosity of Jo Carole and Ronald S. Lauder,Photograph,Photography,3/23/00,Y,48381,http://www.moma.org/collection/works/48381,http://www.moma.org/media/W1siZiIsIjgxNDM2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=cff059360bdb5adf,207,336.9
